1_month,3_month,6_month,0,1,2
2057.6982396543026,2005.6361869573593,2033.429148092866,22.069257736206055,28.8984432220459,34.21766662597656
2057.5706794559956,2005.5332221984863,2033.4027576446533,,,
2057.5733910650015,2005.5954364389181,2033.3773983716965,,,
2057.583664625883,2005.8312318474054,2033.5241307914257,,,
2057.5892024189234,2005.7656567394733,2033.614874213934,,,
2057.7867679595947,2005.9314468055964,2033.6964516341686,,,
2057.955116868019,2005.9801411926746,2033.7558778822422,,,
2058.5558719336987,2006.23999735713,2034.285940155387,,,
2059.1067868620157,2006.2923581451178,2034.8290639817715,,,
2059.9439102113247,2006.366411805153,2035.2204904705286,,,
2060.6981958150864,2006.3677485138178,2035.5542475283146,,,
2061.1605824381113,2006.1551736444235,2035.7861473858356,,,
2061.574045524001,2005.7756247669458,2035.9896326363087,,,
2061.903410539031,2005.492166146636,2036.1916666030884,,,
2062.0406332314014,2007.369057878852,2036.550171867013,,,
2062.2291473448277,2007.584573507309,2036.2779415994883,,,
2062.6115224063396,2007.6229561418295,2036.2059120982885,,,
2062.8742811381817,2007.5757130384445,2036.0038399398327,,,
2063.40965205431,2007.7694212198257,2035.672374382615,,,
2063.8807081878185,2007.9944847673178,2035.1529293954372,,,
,2008.2255062162876,2034.5140590369701,,,
,2008.543260961771,2033.5904315412045,,,
,2008.827063307166,2032.490434885025,,,
,2009.10563339293,2031.0837590694427,,,
,2009.483387261629,2029.7077511698008,,,
,2009.9534504115582,2028.4059878885746,,,
,2010.3739025741816,2027.3596123456955,,,
,2010.6254329532385,2026.3880161046982,,,
,2010.8777271658182,2025.449532046914,,,
,2011.2009815126657,2024.5365600287914,,,
,2011.6851373910904,2023.7876976430416,,,
,2012.1978224515915,2023.4945001453161,,,
,2012.599484309554,2023.2421295493841,,,
,2012.9844564050436,2023.3195440769196,,,
,2013.4387082010508,2023.4338899552822,,,
,2014.0219714790583,2023.363120779395,,,
,2014.5641787052155,2023.7836493253708,,,
,2015.139268964529,2024.038273230195,,,
,2015.5273345857859,2024.2726937383413,,,
,2016.1054801791906,2024.57822714746,,,
,2016.649673372507,2024.7938191592693,,,
,2017.1009080260992,2025.079722046852,,,
,2017.7489443868399,2025.269229143858,,,
,2018.2677783071995,2025.7060655355453,,,
,2018.5534138530493,2026.3383287340403,,,
,2018.924255028367,2027.0377710908651,,,
,2019.3667819797993,2027.9064025729895,,,
,2019.9466843903065,2028.812500089407,,,
,2020.6368843615055,2029.621247023344,,,
,2021.4602587074041,2031.0149376690388,,,
,2021.9761136770248,2031.792061895132,,,
,2022.3878581374884,2032.1003451049328,,,
,2022.9422867000103,2032.8588317930698,,,
,2023.4792616665363,2031.1226763874292,,,
,2023.8645011037588,2031.4897365868092,,,
,2024.0925436019897,2031.5331987142563,,,
,2024.2626493275166,2031.693183645606,,,
,2024.54270888865,2031.7746464908123,,,
,2024.9837845563889,2032.273277014494,,,
,2025.4501431137323,2032.8943500518799,,,
,,2033.1149451732635,,,
,,2033.0326421111822,,,
,,2032.591184526682,,,
,,2032.2423417568207,,,
,,2032.4091629981995,,,
,,2032.633539095521,,,
,,2032.8769346475601,,,
,,2033.1299926936626,,,
,,2032.9260109513998,,,
,,2032.5523435920477,,,
,,2032.375439748168,,,
,,2032.0613895952702,,,
,,2031.501194089651,,,
,,2031.045338243246,,,
,,2029.4609565585852,,,
,,2028.9628607183695,,,
,,2028.4198896586895,,,
,,2028.1082837730646,,,
,,2027.775748848915,,,
,,2027.2207856029272,,,
,,2026.7857060283422,,,
,,2026.297043532133,,,
,,2025.8415314108133,,,
,,2025.4892131984234,,,
,,2025.11249050498,,,
,,2024.858706817031,,,
,,2024.7626547515392,,,
,,2024.5365600287914,,,
,,2024.396358385682,,,
,,2024.0236840099096,,,
,,2023.5493052005768,,,
,,2022.9635976552963,,,
,,2022.512553960085,,,
,,2022.1698982417583,,,
,,2022.1226933300495,,,
,,2021.870208159089,,,
,,2021.7488732039928,,,
,,2021.7280205488205,,,
,,2021.9233327805996,,,
,,2022.1547361463308,,,
,,2022.1516044288874,,,
,,2022.031338840723,,,
,,2021.9878003299236,,,
,,2021.889838680625,,,
,,2021.960837006569,,,
,,2022.0683847665787,,,
,,2021.8457272946835,,,
,,2021.740165501833,,,
,,2021.798102274537,,,
,,2021.56566773355,,,
,,2020.976484745741,,,
,,2021.1058399528265,,,
,,2021.1497603803873,,,
,,2020.7781935632229,,,
,,2020.4139213562012,,,
,,2019.8565138429403,,,
,,2019.4399954229593,,,
,,2019.1713169813156,,,
,,2019.2251672446728,,,
,,2019.120101943612,,,
