1_month,3_month,6_month,0,1,2
1225.79176902771,650.3328740596771,1157.6553064584732,117.7148666381836,125.75337982177734,29.795015335083008
1225.8008462190628,650.2979384362698,1157.4433222413063,,,
1225.791653394699,650.1726283878088,1157.0815932750702,,,
1225.7937347888947,649.8089987039566,1156.7349255084991,,,
,649.673086553812,1156.7505359649658,,,
,649.7775031626225,1156.6218942403793,,,
,650.2183973789215,1156.513806283474,,,
,650.6672269105911,1156.5092676877975,,,
,651.2022897601128,1156.341744363308,,,
,651.6439644992352,1156.07142329216,,,
,651.9109033048153,1155.8617806434631,,,
,652.1171636879444,1155.697263777256,,,
,,1155.575791299343,,,
,,1155.4350370168686,,,
,,1155.2598240971565,,,
,,1154.979789853096,,,
,,1154.757543206215,,,
,,1154.7226798534393,,,
,,1154.9513441324234,,,
,,1155.1964861154556,,,
,,1155.4315969347954,,,
,,1155.5533584952354,,,
,,1155.613979101181,,,
,,1155.6209170818329,,,
